fundamental_id,company_id,name,cik,ticker,start_date,end_date,months,fiscal_year,fiscal_period,filing_date,revenuegrowth,nopatmargin,investedcapital,investedcapitalturnover,nopat,investedcapitalincreasedecrease,freecashflow,debttoebitda,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,ebitdamargin,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoequity,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,netincomeqoqgrowth,noncontrollinginterestsharingratio,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,roe_simple
fun_PQvNnE,com_dXOKXo,International Business Machines Corp,51143.0,IBM,2021-01-01,2021-03-31,,2021,Q1,,-0.249502,0.10911,64518000000.0,0.7523,1438836065.6,-6010000000.0,7448836065.6,5.2038,483836065.6,43005000000.0,523000000.0,1672000000.0,2195000000.0,355000000.0,-8579000000.0,2694000000.0,-2504000000.0,56404000000.0,51206000000.0,43006000000.0,77917000000.0,23.9359,-58.3374,106031337293.2,149161337293.2,4.9573,,2.0874,19.7451,0.055449,0.050645,2.3119,2.9365,13.7615,36.3277,26.6665,8.0044,12.8548,0.148613,0.888087,3.487948,-0.187234,-0.19084,0.097855,1.308206,-0.085214,5.85039,0.365899,6.684783,23.342175,-0.298013,-0.161433,-0.526956,0.132054,0.532873,0.065898,0.03966,0.07242,0.467127,0.355502,0.111473,0.466975,3.913934,0.466539,-0.655738,0.3364,6.4346,11.5246,5.325,5.0108,56.7243,31.6713,72.8423,15.5533,2.2431,7.2532,3.3839,2.3802,0.082079,0.01036,0.07172,0.160874,0.242954,0.171846,0.01334,0.024359,0.166452,0.241472,1.082682,1.082682,13.842254,0.066712,0.657186,0.723899,0.0,0.001591,0.27451,2.6219,3.9677,4.7242,10.0837,7.6885,9.1544,2.3616,1.8679,5.1387,0.6,3.8708,17.55,16.2821,26.603,0.9315,0.7443,-0.168895,0.053037,-0.049296,-0.295723,0.0061,608300000.0,0.046129,0.018503,893522828.0,,893630916.0,1.07,901746065.0,1.06,0.251064
fun_eovjKN,com_dXOKXo,International Business Machines Corp,51143.0,IBM,2021-01-01,2021-12-31,,2021,FY,,0.039345,0.116635,61320000000.0,0.9695,6689010750.5,4328000000.0,2361010750.5,4.1667,946010750.5,42324000000.0,5992000000.0,6417000000.0,12409000000.0,1675000000.0,-4850000000.0,2707000000.0,-4080000000.0,51704000000.0,44917000000.0,42324000000.0,70700000000.0,21.0772,-54.9197,115200967473.5,157619967473.5,6.0946,,2.0087,20.0594,0.051435,0.049852,2.5704,2.7484,12.7021,26.3051,23.564,12.3179,66.7595,0.175651,0.552332,-0.061472,0.02737,0.019262,-0.296807,-0.89707,0.07594,0.346845,0.198474,0.655706,0.132157,0.200378,-0.205809,-0.722306,-0.077284,0.549015,0.119704,0.104481,0.100139,0.451003,0.326853,0.102459,0.429311,1.187306,0.807243,0.025636,0.3983,8.0542,14.9422,9.6395,6.476,45.3179,24.4274,56.3623,13.3831,1.9784,7.2495,5.8521,2.3646,0.113074,0.024075,0.088999,0.176078,0.289152,0.039912,0.041615,0.039886,0.216373,0.287522,1.02194,1.02194,7.639403,0.095997,0.635318,0.731315,0.0,0.001344,0.267355,2.7218,3.4108,3.6197,7.7297,6.3274,6.715,2.7944,5.1879,5.7914,3.7377,4.3411,11.0788,9.6286,2.0442,0.8786,0.6611,-0.084568,0.047201,-0.071142,0.204994,0.005639,6689010750.5,0.116635,0.084342,899309986.0,,895990771.0,6.41,904641001.0,6.35,0.303846
fun_jvLRm0,com_NgYGzd,Intel Corp,50863.0,INTC,2021-12-26,2022-10-01,,2022,Q3YTD,,-0.162131,0.071659,110971000000.0,0.6964,3512137786.1,22218000000.0,-18705862213.9,1.7852,-5165862213.9,11086000000.0,4482000000.0,9748000000.0,14230000000.0,19351000000.0,1174000000.0,23733000000.0,21450000000.0,39523000000.0,37240000000.0,11142000000.0,139408000000.0,24.3266,16.0804,106301250000.0,117443250000.0,1.0642,1.61,1.5286,7.992,0.055976,0.125126,1.0583,1.6889,5.3048,12.6053,14.3676,8.5926,,-0.377434,-0.683004,-0.737103,-0.430764,-0.431635,-0.678626,-2.689575,0.250335,0.00111,0.380421,0.954823,0.75,3.272727,0.273177,-0.457972,0.070374,0.435934,0.070717,0.091447,0.177059,0.564066,0.108055,0.266547,0.365217,1.013312,1.910754,-0.013312,0.4057,8.7643,3.2847,1.0265,5.3379,41.6464,111.1205,68.3792,84.3877,0.0513,1.8045,3.4479,0.3728,0.0499,-1.059447,1.109347,0.056947,0.106847,-0.140633,0.037101,0.071835,0.290337,0.106847,0.443651,0.443651,0.399463,0.016376,0.26713,0.283506,0.0,0.0,0.716494,0.3957,0.5033,1.6821,4.8351,1.3631,4.5558,2.0492,,,,,,,,1.7712,1.0796,0.016882,0.341286,0.308456,3.244493,0.0,2104200000.0,0.042932,0.174733,4127000000.0,,4118000000.0,2.13,4125000000.0,2.12,
fun_kpW7Nk,com_NgYGzd,Intel Corp,50863.0,INTC,2021-09-26,2022-10-01,,2022,Q3TTM,,-0.113847,0.117546,110971000000.0,0.6964,8174149949.1,22218000000.0,-14043850050.9,1.7852,-5126850050.9,11086000000.0,9317000000.0,12822000000.0,22139000000.0,26983000000.0,1174000000.0,23733000000.0,21450000000.0,39523000000.0,37240000000.0,11142000000.0,139408000000.0,24.3266,16.0804,106301250000.0,117443250000.0,1.0642,1.61,1.5286,7.992,0.055976,0.125126,1.0583,1.6889,5.3048,12.6053,14.3676,8.5926,,-0.300638,-0.532631,-0.543238,-0.369681,-0.368932,-0.597325,-1.899794,0.250335,-0.052511,-0.181068,-0.35767,-0.357648,-0.304069,-0.393665,-5.663244,0.070374,0.465559,0.121585,0.13398,0.191271,0.534441,0.104084,0.246089,0.343975,0.966783,1.476656,0.033217,0.4057,8.7643,3.2847,1.0265,5.3379,41.6464,111.1205,68.3792,84.3877,0.0513,1.8045,2.6646,0.3728,0.081854,-1.051446,1.1333,0.058177,0.140031,-0.140633,0.054358,0.077601,0.318364,0.140031,0.443651,0.443651,0.506541,0.016376,0.26713,0.283506,0.0,0.0,0.716494,0.3957,0.5033,1.6821,4.8351,1.3631,4.5558,2.1404,,,,,,,,1.7712,1.0796,0.016882,0.341286,0.308456,-0.303795,0.0,7757466492.2,0.111554,0.197843,4127000000.0,,4118000000.0,3.26,4125000000.0,3.25,0.133163
fun_lwY7Nb,com_NgYGzd,Intel Corp,50863.0,INTC,2022-07-03,2022-10-01,,2022,Q3,,-0.200813,-0.007987,110971000000.0,0.6964,-122500000.0,22218000000.0,-22340500000.0,1.7852,-1141500000.0,11086000000.0,-37000000.0,3252000000.0,3215000000.0,7299000000.0,1174000000.0,23733000000.0,21450000000.0,39523000000.0,37240000000.0,11142000000.0,139408000000.0,24.3266,16.0804,106301250000.0,117443250000.0,1.0642,1.61,1.5286,7.992,0.055976,0.125126,1.0583,1.6889,5.3048,12.6053,14.3676,8.5926,,-0.603576,-1.007183,-1.023556,-0.850652,-0.850299,-0.896002,-8.671022,0.250335,0.00111,0.380421,0.954823,0.75,3.272727,0.273177,-0.457972,0.070374,0.426066,-0.01141,-0.002412,0.066436,0.573934,0.113705,0.28048,0.437476,-5.420213,5.081081,,0.4057,8.7643,3.2847,1.0265,5.3379,41.6464,111.1205,68.3792,84.3877,0.0513,1.8045,9.1688,0.3728,-0.005562,-0.234106,0.228544,0.011732,0.00617,-0.140633,-0.000979,0.026954,0.20961,0.00617,0.443651,0.443651,0.141115,0.016376,0.26713,0.283506,0.0,0.0,0.716494,0.3957,0.5033,1.6821,4.8351,1.3631,4.5558,1.9639,,,,,,,,1.7712,1.0796,0.016882,0.341286,0.308456,3.244493,0.0,342300000.0,0.022317,-0.012257,4127000000.0,,4118000000.0,0.25,4125000000.0,0.25,0.133163
fun_ol3oo5,com_NgYGzd,Intel Corp,50863.0,INTC,2021-12-26,2022-07-02,,2022,Q2YTD,,-0.143242,0.094622,103675000000.0,0.7625,3186291019.2,14833000000.0,-11646708980.8,1.3106,-4472708980.8,2457000000.0,4519000000.0,6496000000.0,11015000000.0,12052000000.0,-792000000.0,26252000000.0,23370000000.0,35430000000.0,32548000000.0,2457000000.0,136648000000.0,24.7537,16.4353,147504875958.4,149961875958.4,1.4573,2.1949,2.0098,7.7207,0.039609,0.129521,1.4465,2.0432,5.5472,10.3386,11.7845,6.6526,,-0.253068,-0.497219,-0.604842,-0.090596,-0.092233,-0.526468,-2.66898,0.166959,-0.165205,-0.731867,-1.153428,-1.134415,-1.055556,-0.862672,-1.773611,0.083888,0.440429,0.108125,0.134198,0.227446,0.559571,0.105482,0.260201,0.332304,0.875114,1.936712,0.124886,0.4516,10.8547,3.507,,5.3106,33.626,104.0768,68.73,68.9727,0.0327,1.7434,3.3765,0.3216,0.072146,-1.468388,1.540534,0.050342,0.122488,-0.021896,0.060609,0.102722,0.327107,0.122488,0.304057,0.304057,0.555924,0.021091,0.238189,0.259279,0.0,0.0,0.740721,0.35,0.0909,1.204,2.7842,0.1931,2.5577,2.5613,,,,,,,,1.8586,1.2164,-0.010791,0.357686,0.318418,-1.05596,0.0,2202662591.4,0.065411,0.259904,4106000000.0,,4100000000.0,1.88,4100000000.0,1.87,
fun_OrE11V,com_NgYGzd,Intel Corp,50863.0,INTC,2021-06-27,2022-07-02,,2022,Q2TTM,,-0.054384,0.173384,103675000000.0,0.7625,12725340559.5,14833000000.0,-2107659440.5,1.3106,-6379659440.5,2457000000.0,14505000000.0,12529000000.0,27034000000.0,24125000000.0,-792000000.0,26252000000.0,23370000000.0,35430000000.0,32548000000.0,2457000000.0,136648000000.0,24.7537,16.4353,147504875958.4,149961875958.4,1.4573,2.1949,2.0098,7.7207,0.039609,0.129521,1.4465,2.0432,5.5472,10.3386,11.7845,6.6526,,-0.145953,-0.266275,-0.246325,0.029642,0.037778,-0.300329,-1.133401,0.166959,-0.055467,-0.181086,-0.301771,-0.294025,-0.224252,-0.261741,-1.238014,0.083888,0.498488,0.188803,0.197632,0.260307,0.501512,0.097665,0.226367,0.309685,0.918333,1.434264,0.081667,0.4516,10.8547,3.507,,5.3106,33.626,104.0768,68.73,68.9727,0.0327,1.7434,2.5005,0.3216,0.1322,-2.094438,2.226638,0.072762,0.204962,-0.021896,0.089257,0.117564,0.368341,0.204962,0.304057,0.304057,0.934383,0.021091,0.238189,0.259279,0.0,0.0,0.740721,0.35,0.0909,1.204,2.7842,0.1931,2.5577,2.7546,,,,,,,,1.8586,1.2164,-0.010791,0.357686,0.318418,-0.224005,0.0,11758335896.9,0.160208,0.283456,4106000000.0,,4100000000.0,4.69,4100000000.0,4.67,0.188751
fun_Jbv77l,com_NgYGzd,Intel Corp,50863.0,INTC,2022-04-03,2022-07-02,,2022,Q2,,-0.219551,-0.031982,103675000000.0,0.7625,-490000000.0,14833000000.0,-15323000000.0,1.3106,-36000000.0,2457000000.0,-819000000.0,3148000000.0,2329000000.0,7255000000.0,-792000000.0,26252000000.0,23370000000.0,35430000000.0,32548000000.0,2457000000.0,136648000000.0,24.7537,16.4353,147504875958.4,149961875958.4,1.4573,2.1949,2.0098,7.7207,0.039609,0.129521,1.4465,2.0432,5.5472,10.3386,11.7845,6.6526,,-0.719634,-1.150275,-1.100293,-1.089706,-1.08871,-0.908079,-5.031633,0.166959,-0.165205,-0.731867,-1.153428,-1.134415,-1.055556,-0.862672,-1.773611,0.083888,0.364663,-0.045689,-0.053456,-0.029633,0.635337,0.117486,0.287188,0.410352,0.49945,1.10989,,0.4516,10.8547,3.507,,5.3106,33.626,104.0768,68.73,68.9727,0.0327,1.7434,1.935,0.3216,-0.024385,-0.011819,-0.012567,-0.000411,-0.024796,-0.021896,-0.024143,-0.013383,0.152014,-0.024796,0.304057,0.304057,0.111509,0.021091,0.238189,0.259279,0.0,0.0,0.740721,0.35,0.0909,1.204,2.7842,0.1931,2.5577,2.4579,,,,,,,,1.8586,1.2164,-0.010791,0.357686,0.318418,-1.05596,0.0,-429100000.0,-0.028007,-0.05933,4106000000.0,,4100000000.0,-0.11,4100000000.0,-0.11,0.188751
fun_B7Grp8,com_NgYGzd,Intel Corp,50863.0,INTC,2021-03-28,2022-04-02,,2022,Q1TTM,,-0.000103,0.231973,95651000000.0,0.8533,18025197028.2,9170000000.0,8855197028.2,1.1283,-6594802971.8,-7485000000.0,20774000000.0,12238000000.0,33012000000.0,20738000000.0,-991000000.0,37705000000.0,33246000000.0,37247000000.0,32788000000.0,-7485000000.0,140383000000.0,25.3281,17.0216,194078837386.9,186593837386.9,1.8818,2.8001,2.4977,7.883,0.029785,0.126856,1.9508,2.4013,5.6523,8.9821,10.3518,6.111,21.0717,0.029117,0.039376,0.066188,0.323727,0.352809,-0.116851,-0.535702,0.106035,-0.016704,0.073003,0.094867,0.012027,0.238683,0.018105,12.217007,-0.023381,0.543151,0.258713,0.267348,0.316843,0.456849,0.089661,0.204996,0.284438,0.896642,1.321748,0.103358,0.4753,10.8814,3.4765,,5.6152,33.5435,104.9893,65.0027,73.5301,-0.0044,1.7873,2.3624,0.3179,0.197936,16.263386,-16.06545,0.071219,0.269155,0.097239,0.127067,0.150591,0.424843,0.269155,0.232331,0.236962,1.47237,0.031763,0.233561,0.265324,0.0,0.0,0.734676,0.3611,-0.2267,0.9932,2.0664,-0.4153,1.819,3.2405,,,,,,,,2.1338,1.5609,-0.012754,0.485239,0.427854,0.239179,0.0,17313263165.6,0.22281,0.353367,4089000000.0,,4079000000.0,6.05,4107000000.0,6.02,0.238714
fun_nl98dl,com_NgYGzd,Intel Corp,50863.0,INTC,2021-12-26,2022-04-02,,2022,Q1,,-0.067097,0.198629,95651000000.0,0.8533,3645433495.5,9170000000.0,-5524566504.5,1.1283,-4467566504.5,-7485000000.0,5338000000.0,3348000000.0,8686000000.0,4797000000.0,-991000000.0,37705000000.0,33246000000.0,37247000000.0,32788000000.0,-7485000000.0,140383000000.0,25.3281,17.0216,194078837386.9,186593837386.9,1.8818,2.8001,2.4977,7.883,0.029785,0.126856,1.9508,2.4013,5.6523,8.9821,10.3518,6.111,21.0717,0.348758,0.508762,0.146875,1.413865,1.414634,0.101533,-2.033676,0.106035,-0.105953,0.098243,0.104033,-0.179056,0.752212,0.016215,0.565011,-0.023381,0.503678,0.236528,0.290852,0.442053,0.496322,0.095461,0.237672,0.26715,0.839768,1.809854,0.160232,0.4753,10.8814,3.4765,,5.6152,33.5435,104.9893,65.0027,73.5301,-0.0044,1.7873,3.2348,0.3179,0.169484,11.017427,-10.847942,0.04809,0.217574,0.097239,0.138238,0.210102,0.473274,0.217574,0.232331,0.236962,1.228059,0.031763,0.233561,0.265324,0.0,0.0,0.734676,0.3611,-0.2267,0.9932,2.0664,-0.4153,1.819,2.9516,,,,,,,,2.1338,1.5609,-0.012754,0.485239,0.427854,0.754921,0.0,2628474278.0,0.143218,0.526399,4089000000.0,,4079000000.0,1.99,4107000000.0,1.98,0.238714
fun_nljLNn,com_NgYGzd,Intel Corp,50863.0,INTC,2021-09-26,2021-12-25,,2021,Q4,,0.02753,0.216316,97941000000.0,0.8842,4440536580.7,17141000000.0,-12700463419.3,1.2384,-182463419.3,2550000000.0,4835000000.0,3074000000.0,7909000000.0,7632000000.0,6434000000.0,35687000000.0,31096000000.0,38101000000.0,33510000000.0,2550000000.0,133492000000.0,23.4549,15.0376,204572699418.3,207122699418.3,2.1446,3.345,2.5887,10.2966,0.02779,0.09712,2.1148,2.621,6.7322,10.9161,11.6289,6.9062,309.1453,-0.101148,-0.165804,-0.035164,-0.210688,-0.204225,-0.413852,-2.257923,0.212141,0.069612,-0.024784,-0.061347,-0.146104,-0.323353,-0.422897,-5.360938,0.103523,0.536292,0.243034,0.235532,0.225205,0.463708,0.094602,0.197243,0.293258,0.890065,1.07425,0.109935,0.4916,9.7326,3.667,,6.2163,37.5028,99.5356,58.7168,78.3215,0.0131,1.8222,1.9575,0.3513,0.191273,-0.15784,0.349113,0.004575,0.195848,0.007497,0.115788,0.110711,0.385279,0.195848,0.284075,0.405627,0.759565,0.034392,0.251026,0.285418,0.0,0.0,0.714582,0.3994,0.0829,1.0892,2.1392,0.1432,1.8814,3.0341,,,,,,,,2.1323,1.4096,0.081418,0.451597,0.393501,-0.322439,0.0,4466348479.0,0.217573,0.25302,8144000000.0,,4059000000.0,1.13,4090000000.0,1.13,
fun_Rv1r6D,com_NgYGzd,Intel Corp,50863.0,INTC,2020-12-27,2021-09-25,,2021,Q3YTD,,0.010486,0.22838,88753000000.0,0.8957,13359344297.1,2288000000.0,11071344297.1,1.2732,-1885655702.9,-1334000000.0,14139000000.0,8718000000.0,22857000000.0,12697000000.0,1791000000.0,36426000000.0,31732000000.0,40304000000.0,35610000000.0,-1334000000.0,130391000000.0,22.2053,13.7089,214474107008.4,213140107008.4,2.3807,3.8563,2.7331,10.1637,0.026148,0.098389,2.4015,2.7161,6.733,10.6918,11.91,6.2794,13.656,-0.141166,-0.186385,-0.122046,0.013496,0.059659,-0.056523,-0.061309,0.026462,-0.022363,-0.023715,-0.054862,0.064398,0.346774,0.125327,-0.233739,-0.001002,0.560825,0.247316,0.241709,0.260616,0.439175,0.078655,0.190457,0.313509,0.923436,1.167621,0.076564,0.5011,10.0996,3.5992,1.3196,5.7435,36.14,101.4119,63.5506,74.0013,0.0642,1.9025,2.2214,0.3953,0.204567,-0.356558,0.561125,0.036048,0.240615,0.178154,0.121114,0.130588,0.390745,0.240615,0.264619,0.473841,1.894385,0.035999,0.273102,0.309101,0.0,0.0,0.690899,0.4474,-0.0421,1.1249,2.2521,-0.0745,1.9898,3.1546,,,,,,,,2.073,1.4553,0.022823,0.464179,0.404363,0.348153,0.0,15757506814.5,0.269378,0.282224,4067000000.0,,4061000000.0,3.76,4086000000.0,3.73,
fun_3rmnER,com_NgYGzd,Intel Corp,50863.0,INTC,2020-09-27,2021-09-25,,2021,Q3TTM,,0.004814,0.228048,88753000000.0,0.8957,17895853731.7,2288000000.0,15607853731.7,1.2732,-3206146268.3,-1334000000.0,19935000000.0,11721000000.0,31656000000.0,16758000000.0,1791000000.0,36426000000.0,31732000000.0,40304000000.0,35610000000.0,-1334000000.0,130391000000.0,22.2053,13.7089,214474107008.4,213140107008.4,2.3807,3.8563,2.7331,10.1637,0.026148,0.098389,2.4015,2.7161,6.733,10.6918,11.91,6.2794,13.656,-0.145195,-0.197108,-0.149207,-0.038502,0.011788,-0.04067,-0.113811,0.026462,0.011067,6.3e-05,0.008397,0.059906,0.144444,0.053541,-0.012122,-0.001002,0.562658,0.259334,0.254033,0.268904,0.437342,0.08102,0.188547,0.303323,0.87936,1.203762,0.12064,0.5011,10.0996,3.5992,1.3196,5.7435,36.14,101.4119,63.5506,74.0013,0.0642,1.9025,2.2901,0.3953,0.20427,-0.606249,0.810518,0.05207,0.25634,0.178154,0.12729,0.134741,0.403395,0.25634,0.264619,0.473841,2.02548,0.035999,0.273102,0.309101,0.0,0.0,0.690899,0.4474,-0.0421,1.1249,2.2521,-0.0745,1.9898,3.2685,,,,,,,,2.073,1.4553,0.022823,0.464179,0.404363,0.137268,0.0,20225278159.8,0.257732,0.305796,4067000000.0,,4061000000.0,5.19,4086000000.0,5.15,0.23424
fun_N8G9D3,com_NgYGzd,Intel Corp,50863.0,INTC,2021-06-27,2021-09-25,,2021,Q3,,0.046855,0.270963,88753000000.0,0.8957,5200323855.4,2288000000.0,2912323855.4,1.2732,-1622676144.6,-1334000000.0,5151000000.0,2959000000.0,8110000000.0,4441000000.0,1791000000.0,36426000000.0,31732000000.0,40304000000.0,35610000000.0,-1334000000.0,130391000000.0,22.2053,13.7089,214474107008.4,213140107008.4,2.3807,3.8563,2.7331,10.1637,0.026148,0.098389,2.4015,2.7161,6.733,10.6918,11.91,6.2794,13.656,0.000247,0.0333,0.211838,0.59565,0.637255,0.210906,2.350316,0.026462,-0.022363,-0.023715,-0.054862,0.064398,0.346774,0.125327,-0.233739,-0.001002,0.559921,0.272353,0.268393,0.355513,0.440079,0.087224,0.198155,0.287568,0.994896,1.331392,0.005104,0.5011,10.0996,3.5992,1.3196,5.7435,36.14,101.4119,63.5506,74.0013,0.0642,1.9025,2.5329,0.3953,0.24271,-0.306831,0.549541,0.035304,0.278014,0.178154,0.134485,0.178138,0.422572,0.278014,0.264619,0.473841,2.230128,0.035999,0.273102,0.309101,0.0,0.0,0.690899,0.4474,-0.0421,1.1249,2.2521,-0.0745,1.9898,2.978,,,,,,,,2.073,1.4553,0.022823,0.464179,0.404363,0.348153,0.0,5242109507.1,0.27314,0.357336,4067000000.0,,4061000000.0,1.68,4086000000.0,1.67,0.23424
fun_PQMPNP,com_NgYGzd,Intel Corp,50863.0,INTC,2020-12-27,2021-06-26,,2021,Q2YTD,,-0.006371,0.205153,88842000000.0,0.879,8063338514.1,1085000000.0,6978338514.1,1.1186,-358661485.9,3635000000.0,8988000000.0,5759000000.0,14747000000.0,8256000000.0,3374000000.0,28231000000.0,24536000000.0,35409000000.0,31714000000.0,3635000000.0,120616000000.0,21.1013,12.4866,219625722442.6,223260722442.6,2.5776,4.3558,2.8297,11.8365,0.025197,0.084485,2.513,2.8765,7.0532,11.2935,13.2229,6.9297,14.131,-0.203123,-0.274752,-0.261976,-0.217722,-0.176,-0.182847,-0.007006,0.012364,-0.002135,0.289907,0.540418,0.537068,0.512195,0.645662,-0.28887,0.027301,0.561266,0.235091,0.228679,0.214278,0.438734,0.074471,0.186699,0.326175,0.872656,1.073765,0.127344,0.5054,10.4174,3.8756,1.3359,6.2883,35.0375,94.1782,58.0446,71.171,0.0561,1.8368,1.9722,0.3722,0.180329,-0.076457,0.256786,0.014407,0.194736,0.178929,0.115577,0.108299,0.375204,0.194736,0.30062,0.969712,1.713784,0.030634,0.262934,0.293568,0.0,0.0,0.706432,0.4156,0.1148,1.0019,2.0971,0.2153,1.8783,3.3236,,,,,,,,1.9879,1.3012,0.043471,0.363731,0.316124,0.505802,0.0,10292973785.1,0.261881,0.245548,4057000000.0,,4049000000.0,2.08,4084000000.0,2.06,
fun_Ynl9k1,com_NgYGzd,Intel Corp,50863.0,INTC,2020-06-28,2021-06-26,,2021,Q2TTM,,-0.016972,0.21754,88842000000.0,0.879,16884380748.4,1085000000.0,15799380748.4,1.1186,-1670619251.6,3635000000.0,19769000000.0,11885000000.0,31654000000.0,16033000000.0,3374000000.0,28231000000.0,24536000000.0,35409000000.0,31714000000.0,3635000000.0,120616000000.0,21.1013,12.4866,219625722442.6,223260722442.6,2.5776,4.3558,2.8297,11.8365,0.025197,0.084485,2.513,2.8765,7.0532,11.2935,13.2229,6.9297,14.131,-0.16711,-0.246752,-0.24913,-0.215798,-0.169742,-0.150235,-0.150042,0.012364,-0.001248,-0.013218,-0.010907,-0.001292,0.011236,-0.068144,-0.171602,0.027301,0.555936,0.26004,0.254706,0.239065,0.444064,0.078838,0.183792,0.295896,0.836564,1.121959,0.163436,0.5054,10.4174,3.8756,1.3359,6.2883,35.0375,94.1782,58.0446,71.171,0.0561,1.8368,2.0608,0.3722,0.191217,-0.356133,0.54735,0.03071,0.221927,0.178929,0.128731,0.120826,0.407834,0.221927,0.30062,0.969712,2.00948,0.030634,0.262934,0.293568,0.0,0.0,0.706432,0.4156,0.1148,1.0019,2.0971,0.2153,1.8783,3.5537,,,,,,,,1.9879,1.3012,0.043471,0.363731,0.316124,-0.002366,0.0,19044390216.4,0.24537,0.28577,4057000000.0,,4049000000.0,4.53,4084000000.0,4.5,0.217764
fun_WOnpd2,com_NgYGzd,Intel Corp,50863.0,INTC,2021-03-28,2021-06-26,,2021,Q2,,-0.004917,0.248876,88842000000.0,0.879,4885692950.4,1085000000.0,3800692950.4,1.1186,-175307049.6,3635000000.0,5450000000.0,2857000000.0,8307000000.0,3868000000.0,3374000000.0,28231000000.0,24536000000.0,35409000000.0,31714000000.0,3635000000.0,120616000000.0,21.1013,12.4866,219625722442.6,223260722442.6,2.5776,4.3558,2.8297,11.8365,0.025197,0.084485,2.513,2.8765,7.0532,11.2935,13.2229,6.9297,14.131,-0.048563,-0.038462,-0.002978,-0.008619,0.042017,-0.211168,2.792032,0.012364,-0.002135,0.289907,0.540418,0.537068,0.512195,0.645662,-0.28887,0.027301,0.570832,0.282512,0.277622,0.257807,0.429168,0.081453,0.189242,0.288319,0.88094,1.054128,0.11906,0.5054,10.4174,3.8756,1.3359,6.2883,35.0375,94.1782,58.0446,71.171,0.0561,1.8368,1.9362,0.3722,0.218762,-0.037371,0.256133,0.014371,0.233132,0.178929,0.140313,0.130298,0.423157,0.233132,0.30062,0.969712,2.275336,0.030634,0.262934,0.293568,0.0,0.0,0.706432,0.4156,0.1148,1.0019,2.0971,0.2153,1.8783,3.248,,,,,,,,1.9879,1.3012,0.043471,0.363731,0.316124,0.505802,0.0,5190498172.3,0.264403,0.292649,4057000000.0,,4049000000.0,1.25,4084000000.0,1.24,0.217764
fun_eonnJG,com_NgYGzd,Intel Corp,50863.0,INTC,2020-03-29,2021-03-27,,2021,Q1TTM,,0.026145,0.21755,86481000000.0,0.8875,16906216629.4,-2166000000.0,19072216629.4,1.1186,-1692783370.6,6674000000.0,19987000000.0,12091000000.0,32078000000.0,15573000000.0,1872000000.0,24269000000.0,21622000000.0,35884000000.0,33237000000.0,6674000000.0,115691000000.0,19.6424,10.9348,254008949417.4,260682949417.4,3.1828,5.7173,3.2686,13.6571,0.021568,0.073222,3.0143,3.3545,8.1265,13.0426,15.4194,7.5399,13.6682,-0.1183,-0.204687,-0.219764,-0.181922,-0.135922,0.006697,0.298129,-0.024434,-0.001991,-0.094174,-0.137525,-0.143221,-0.09919,-0.022892,-0.243955,0.070309,0.546248,0.261658,0.257193,0.239332,0.453752,0.076784,0.178917,0.284589,0.831426,1.119227,0.168574,0.521,9.923,3.977,1.3622,7.002,36.7832,91.7779,52.1281,76.4331,0.1215,1.9104,2.1382,0.4165,0.193073,-0.178498,0.37157,0.04513,0.238203,0.217809,0.133992,0.124687,0.412781,0.238203,0.299532,0.960912,2.220125,0.02288,0.287291,0.310171,0.0,0.0,0.689829,0.4496,0.2081,1.0361,2.1225,0.3948,1.966,3.7861,,,,,,,,1.8953,1.2258,0.024089,0.312294,0.278232,-0.110053,0.0,18772768037.6,0.241568,0.287858,4038000000.0,,4056000000.0,4.48,4096000000.0,4.45,0.23305
